tid,att,sampler,closed,wall_sec,candidate
realizedcoverageavg_singleton,0,greedy,False,4.16,":= by
  intro impl claim
  simp [realizedCoverageAvg, singletonAdversary, CoverageClaim, StoppingImpl, Martingale,
    realizedCoverage, Nat.div_eq_of_lt, Nat.mod_eq_of_lt, Nat.succ_pos, Nat.zero_lt_one,
    Nat.one_lt_two]
  <;> aesop
  <;> norm_num
  <;> aesop
  <;> norm_num"
realizedcoverageavg_singleton,1,temp0.7,False,4.3,":= by
  intro impl claim
  simp [realizedCoverageAvg, singletonAdversary, mul_comm]
  <;> norm_num
  <;> aesop
  <;> simp_all [mul_comm]
  <;> norm_num
  <;> aesop
  <;> simp_all [mul_comm]"
realizedcoverageavg_singleton,2,temp0.7,False,4.17,":= by
  simp [realizedCoverageAvg, singletonAdversary, CoverageClaim.realizedCoverage,
    CoverageClaim.expectedCoverage, Finset.sum_singleton, mul_comm]
  <;> norm_num
  <;> aesop
  <;> simp_all
  <;> aesop
  <;> simp_all"
realizedcoverageavg_singleton,3,temp0.7,False,4.18,":= by
  intro impl claim
  simp [realizedCoverageAvg, singletonAdversary, CoverageClaim, StoppingImpl]
  <;> aesop
  <;> norm_num
  <;> aesop
  <;> norm_num"
realizedcoverageavg_singleton,4,temp0.7,False,4.32,":= by
  intro impl claim
  simp [realizedCoverageAvg, singletonAdversary, CoverageClaim, StoppingImpl, Martingale, Finset.sum_singleton, Nat.cast_one]
  <;> norm_num
  <;> aesop
  <;> simp_all [Finset.sum_singleton, Nat.cast_one]
  <;> aesop
  <;> simp_all [Finset.sum_singleton, Nat.cast_one]"
realizedcoverageavg_bounded,0,greedy,False,4.24,":= by
  intro impl adv claim
  simp [realizedCoverageAvg, CoverageClaim, StoppingImpl, AdversaryFamily]
  <;> norm_num
  <;> apply le_of_eq
  <;> rfl
  <;> apply le_of_eq
  <;> rfl"
realizedcoverageavg_bounded,1,temp0.7,False,1.58,":= by
  intro impl adv claim
  -- Since the average is the sum of the probabilities of all possible outcomes divided by the number of possible outcomes,
  -- and the maximum probability of any single outcome is 1, the average coverage cannot exceed 1.
  exact?"
realizedcoverageavg_bounded,2,temp0.7,False,2.12,":= by
  intro impl adv claim
  -- The average coverage is defined as the expectation of the coverage variable.
  -- By definition, the coverage variable is bounded above by 1.
  exact by
    simp [realizedCoverageAvg, realizedCoverage]
    -- Since the coverage variable is bounded above by 1, the av"
realizedcoverageavg_bounded,3,temp0.7,False,4.24,":= by
  intro impl adv claim
  simp [realizedCoverageAvg, div_le_one]
  <;> norm_num
  <;> linarith
  <;> exact?
  <;> aesop
  <;> norm_num
  <;> aesop"
realizedcoverageavg_bounded,4,temp0.7,False,0.46,":= by
  intro impl adv claim
  exact?"
c_hr_sharp_pos,0,greedy,False,4.05,":= by
  -- Use the fact that c_HR_sharp is defined as 1 / 2 * (1 - 1 / 2) which is positive.
  norm_num [c_HR_sharp]
  <;> norm_num
  <;> linarith
  <;> norm_num
  <;> linarith"
c_hr_sharp_pos,1,temp0.7,False,4.26,":= by
  -- Use the fact that `c_HR_sharp` is defined as `2 * Real.pi * (1 - 1 / 2)`
  norm_num [c_HR_sharp]
  -- `norm_num` simplifies the expression and confirms that it is positive
  <;> linarith [Real.pi_pos]
  -- `linarith` confirms that the simplified expression is positive given that `Real.pi`"
c_hr_sharp_pos,2,temp0.7,False,4.24,":= by
  -- Use the `norm_num` tactic to normalize the numerical expression and verify the inequality.
  norm_num [c_HR_sharp]
  -- Use the `positivity` tactic to confirm that the expression is positive.
  <;> positivity
  <;> norm_num
  <;> linarith [Real.log_two_gt_d9]
  <;> norm_num
  <;> linarith"
c_hr_sharp_pos,3,temp0.7,False,0.56,":= by
  exact c_HR_sharp_pos"
c_hr_sharp_pos,4,temp0.7,False,4.13,":= by
  exact Nat.zero_lt_succ _
  <;> norm_num
  <;> simp_all [c_HR_sharp]
  <;> norm_num
  <;> simp_all [c_HR_sharp]"
c_betting_sharp_pos,0,greedy,False,4.22,":= by
  norm_num [c_betting_sharp]
  <;> simp_all [c_betting_sharp]
  <;> norm_num
  <;> linarith
  <;> norm_num
  <;> linarith"
c_betting_sharp_pos,1,temp0.7,False,1.92,":= by
  unfold c_betting_sharp
  norm_num
  <;> simp_all [Finset.sum_range_succ, Nat.div_eq_of_lt]
  <;> norm_num
  <;> rfl
  <;> decide
  <;> decide"
c_betting_sharp_pos,2,temp0.7,False,0.84,":= by
  -- Use the property of the betting sharp number being positive.
  exact c_betting_sharp_pos"
c_betting_sharp_pos,3,temp0.7,False,0.56,":= by
  exact c_betting_sharp_pos"
c_betting_sharp_pos,4,temp0.7,False,0.8,":= by
  -- Use the property of c_betting_sharp being positive
  exact c_betting_sharp_pos"
c_vector_sharp_pos,0,greedy,False,4.13,":= by
  exact Nat.zero_lt_one
  <;> simp_all [c_vector_sharp]
  <;> norm_num
  <;> decide
  <;> simp_all [c_vector_sharp]
  <;> norm_num
  <;> decide"
c_vector_sharp_pos,1,temp0.7,False,1.66,":= by
  exact?
  <;> norm_num
  <;> simp [c_vector_sharp]
  <;> norm_num
  <;> linarith [Real.log_pos (by norm_num : (1 : ℝ) < 2)]"
c_vector_sharp_pos,2,temp0.7,False,4.24,":= by
  norm_num [c_vector_sharp]
  <;> simp_all [Nat.div_eq_of_lt]
  <;> norm_num
  <;> aesop
  <;> norm_num
  <;> aesop"
c_vector_sharp_pos,3,temp0.7,False,4.33,":= by
  unfold c_vector_sharp
  norm_num
  <;>
    simp [mul_comm]
  <;>
    norm_num"
c_vector_sharp_pos,4,temp0.7,False,4.66,":= by
  norm_num [c_vector_sharp]
  <;> simp [Nat.div_eq_of_lt]
  <;> norm_num
  <;> rfl
  <;> simp [Nat.div_eq_of_lt]
  <;> norm_num
  <;> rfl"
c_acs_sharp_pos,0,greedy,False,4.09,":= by
  norm_num [c_aCS_sharp]
  <;>
  norm_num [c_aCS_sharp]
  <;>"
c_acs_sharp_pos,1,temp0.7,False,4.11,":= by
  -- Use the fact that c_aCS_sharp is defined as a positive constant in the Lean environment.
  exact by norm_num [c_aCS_sharp]
  -- This tactic confirms that the constant c_aCS_sharp is indeed positive in the Lean environment.
  <;> norm_num
  <;> linarith [c_aCS_sharp_pos]
  <;> linarith [c_"
c_acs_sharp_pos,2,temp0.7,False,1.71,":= by
  unfold c_aCS_sharp
  norm_num
  <;> simp_all [Nat.div_eq_of_lt]
  <;> norm_num
  <;> linarith
  <;> norm_num
  <;> linarith"
c_acs_sharp_pos,3,temp0.7,False,4.18,":= by
  exact?
  <;> norm_num
  <;> simp_all [c_aCS_sharp]
  <;> norm_num
  <;> linarith"
c_acs_sharp_pos,4,temp0.7,False,4.4,":= by
  norm_num [c_aCS_sharp]
  <;> norm_num [Real.pi_pos]
  <;> linarith [Real.pi_pos]
  <;> norm_num [Real.pi_pos]
  <;> linarith [Real.pi_pos]"
boundary_pos,0,greedy,False,4.18,":= by
  intro c0 hc0 t
  simp [boundary]
  <;> positivity
  <;> linarith
  <;> norm_num
  <;> linarith
  <;> norm_num"
boundary_pos,1,temp0.7,False,4.07,":= by
  intro c0 hc0 t
  simp [boundary]
  <;> positivity
  <;> linarith
  <;> linarith"
boundary_pos,2,temp0.7,False,4.18,":= by
  intro c0 hc0 t
  simp [boundary]
  positivity
  <;> linarith
  <;> norm_num
  <;> linarith
  <;> norm_num"
boundary_pos,3,temp0.7,False,4.15,":= by
  intro c0 hc0 t
  simp [boundary]
  <;> positivity
  <;> linarith
  <;> nlinarith
  <;> nlinarith"
boundary_pos,4,temp0.7,False,0.91,":= by
  intro c0 hc0 t
  simp [boundary]
  positivity
  <;> linarith"
boundary_antitone,0,greedy,False,4.27,":= by
  intro c0 hc0 t₁ t₂ ht₁₂
  simp_all [boundary, le_refl, le_of_lt]
  <;>
  (try cases' le_total 0 (t₁ - t₂) with h h <;>
    cases' le_total 0 (t₁ + t₂) with h' h' <;>
    simp_all [abs_of_nonneg, abs_of_nonpos, sub_nonneg, sub_nonpos]) <;>
  (try nlinarith) <;>
  (try linarith) <;>
  (try nli"
boundary_antitone,1,temp0.7,False,4.19,":= by
  intro c0 hc0 t₁ t₂ ht₁₂
  simp_all [boundary, le_of_lt]
  <;> gcongr
  <;> norm_num
  <;> linarith
  <;> norm_num
  <;> linarith"
boundary_antitone,2,temp0.7,False,2.39,":= theorem boundary_antitone_test : (c0 : ℝ) → 0 < c0 → ∀ t₁ t₂ : Time, t₁ ≤ t₂ → boundary c0 t₂ ≤ boundary c0 t₁ := by
  intro c0 hc0 t₁ t₂ ht
  simp_all [boundary, mul_comm]
  <;> gcongr
  <;> norm_num
  <;> linarith"
boundary_antitone,3,temp0.7,False,3.89,":= theorem boundary_antitone_test : (c0 : ℝ) → 0 < c0 → ∀ t₁ t₂ : Time, t₁ ≤ t₂ → boundary c0 t₂ ≤ boundary c0 t₁ := by
  intro c0 hc0 t₁ t₂ ht
  simp_all [boundary, sub_le_iff_le_add, add_comm]
  <;>
    nlinarith [mul_nonneg (sub_nonneg.mpr ht) (sub_nonneg.mpr ht),
      mul_nonneg (sub_nonneg.mpr"
boundary_antitone,4,temp0.7,False,4.11,":= by
  intro c0 hc0 t₁ t₂ ht₁₂
  simp_all [boundary, le_div_iff, mul_comm]
  <;> gcongr
  <;> norm_num
  <;> linarith
  <;> norm_num
  <;> linarith"
slacklower_nonneg,0,greedy,False,4.1,":= by
  intro σ bp hσ
  simp [slackLower]
  positivity
  <;> norm_num
  <;> linarith
  <;> positivity
  <;> norm_num
  <;> linarith
  <;> positivity"
slacklower_nonneg,1,temp0.7,False,4.2,":= by
  intro σ bp hσ
  exact?
  <;> simp_all [slackLower]
  <;> positivity
  <;> linarith
  <;> norm_num
  <;> linarith
  <;> norm_num"
slacklower_nonneg,2,temp0.7,False,4.19,":= by
  intro σ bp hσ
  unfold slackLower
  positivity
  <;> simp_all [pow_nonneg]
  <;> positivity
  <;> linarith
  <;> positivity
  <;> linarith"
slacklower_nonneg,3,temp0.7,False,4.21,":= by
  intro σ bp hσ
  simp_all [slackLower]
  <;> positivity
  <;> linarith
  <;> norm_num
  <;> linarith
  <;> norm_num"
slacklower_nonneg,4,temp0.7,False,0.52,":= by
  intro σ bp hσ
  exact?"
slack_tight,0,greedy,False,2.91,":= by
  intro σ bp hσ
  constructor
  case left =>
    -- Prove the first inequality: slackLower σ bp ≤ slack σ bp
    simp [slack, slackLower, hσ]
    <;> norm_cast
    <;> linarith
  case right =>
    -- Prove the second inequality: slack σ bp ≤ 4 * slackLower σ bp + 2^(-(bp.scale : ℤ))
    simp ["
slack_tight,1,temp0.7,False,4.13,":= by
  intro σ bp hσ
  constructor
  <;> simp_all [slack, slackLower, abs_le, mul_comm]
  <;> norm_cast
  <;> linarith
  <;> ring_nf
  <;> norm_cast
  <;> linarith"
slack_tight,2,temp0.7,False,4.31,":= by
  intro σ bp hσ
  constructor <;>
  cases bp <;>
  simp_all [slack, slackLower] <;>
  norm_cast <;>
  ring_nf <;>
  norm_num <;>
  linarith [pow_pos (by norm_num : (0 : ℝ) < 2) 1, pow_pos (by norm_num : (0 : ℝ) < 2) 2, pow_pos (by norm_num : (0 : ℝ) < 2) 3, pow_pos (by norm_num : (0 : ℝ) < 2) "
slack_tight,3,temp0.7,False,3.25,":= by
  intro σ bp hσ
  constructor
  -- Prove the first inequality: slackLower σ bp ≤ slack σ bp
  <;> simp [slack, slackLower, BitPrecision.scale]
  <;> norm_cast
  <;> ring_nf
  <;> linarith
  -- Prove the second inequality: slack σ bp ≤ 4 * slackLower σ bp + 2^(-(bp.scale : ℤ))
  <;> simp [slack"
slack_tight,4,temp0.7,False,1.71,":= by
  intro σ bp hσ
  have h₁ := slackLower_le_slack σ bp
  have h₂ := slack_le_slackUpper σ bp
  have h₃ := slackUpper_le_slackLower σ bp
  norm_num at *
  <;> constructor <;> linarith"
c_hr_sharp_ge_one,0,greedy,True,2.98,":= by
  have h : Real.sqrt (2 * Real.log 2) ≥ 1 := by
    apply Real.le_sqrt_of_sq_le
    have h₁ : (1 : ℝ) ^ 2 = 1 := by norm_num
    have h₂ : Real.log 2 ≥ 0 := Real.log_nonneg (by norm_num)
    nlinarith [Real.log_two_gt_d9, Real.log_two_lt_d9, sq_nonneg (Real.log 2 - 1)]
  exact h"
c_hr_sharp_ge_one,1,temp0.7,True,3.32,":= by
  have h : Real.sqrt (2 * Real.log 2) ≥ 1 := by
    apply Real.le_sqrt_of_sq_le
    have h₁ : (1 : ℝ) ^ 2 ≤ 2 * Real.log 2 := by
      -- Use the fact that log 2 ≈ 0.693 > 0.5 = 1/2
      have := Real.log_two_gt_d9
      norm_num at this ⊢
      nlinarith [Real.log_two_gt_d9]
    nlinarith
  e"
c_hr_sharp_ge_one,2,temp0.7,True,3.01,":= by
  have h₀ : Real.log 2 ≥ 0 := Real.log_nonneg (by norm_num)
  have h₁ : Real.sqrt (2 * Real.log 2) ≥ 1 := by
    apply Real.le_sqrt_of_sq_le
    nlinarith [Real.log_two_gt_d9, Real.log_two_lt_d9, Real.log_lt_sub_one_of_pos (by norm_num : (0 : ℝ) < 2) (by norm_num)]
  exact h₁"
c_hr_sharp_ge_one,3,temp0.7,True,2.57,":= by
  have : Real.sqrt (2 * Real.log 2) ≥ 1 := by
    apply Real.le_sqrt_of_sq_le
    have h : Real.log 2 ≥ 0 := Real.log_nonneg (by norm_num)
    nlinarith [Real.log_two_gt_d9, Real.log_two_lt_d9, sq_nonneg (Real.log 2 - 1)]
  exact this"
c_hr_sharp_ge_one,4,temp0.7,True,2.52,":= by
  have h₁ : Real.log 2 ≥ 0 := Real.log_nonneg (by norm_num)
  have h₂ : Real.sqrt (2 * Real.log 2) ≥ 1 := by
    apply Real.le_sqrt_of_sq_le
    nlinarith [Real.log_two_gt_d9, Real.log_two_lt_d9, sq_nonneg (Real.log 2 - 1)]
  exact h₂"
c_hr_sharp_le_sqrt_two,0,greedy,True,2.29,":= by
  apply Real.sqrt_le_sqrt
  have h : Real.log 2 ≤ 1 := by
    have h₁ : Real.log 2 ≤ 1 := by
      nlinarith [Real.log_le_sub_one_of_pos (by norm_num : (0 : ℝ) < 2)]
    linarith
  nlinarith [h]"
c_hr_sharp_le_sqrt_two,1,temp0.7,True,4.13,":= by
  have h : Real.sqrt (2 * Real.log 2) ≤ Real.sqrt 2 := by
    apply Real.sqrt_le_sqrt
    have h₁ : 2 * Real.log 2 ≤ 2 := by
      have h₂ : Real.log 2 ≤ 1 := by
        have h₃ : Real.log 2 ≤ 1 := by
          -- Use the fact that the logarithm function is concave and increasing.
          nl"
c_hr_sharp_le_sqrt_two,2,temp0.7,True,3.5,":= by
  have h : Real.sqrt (2 * Real.log 2) ≤ Real.sqrt 2 := by
    apply Real.sqrt_le_sqrt
    have h₁ : Real.log 2 ≤ 1 := by
      -- Use the fact that the logarithm function is concave and increasing.
      have h₂ : Real.log 2 ≤ 1 := by
        nlinarith [Real.log_le_sub_one_of_pos (by norm_num "
c_hr_sharp_le_sqrt_two,3,temp0.7,True,3.19,":= by
  apply Real.sqrt_le_sqrt
  -- We need to show that 2 * Real.log 2 ≤ 2
  have h : Real.log 2 ≤ 1 := by
    -- Use the fact that Real.log 2 ≤ 1 is a known inequality
    have := Real.log_le_sub_one_of_pos (by norm_num : (0 : ℝ) < 2)
    norm_num at this ⊢
    linarith
  -- Using the above inequ"
c_hr_sharp_le_sqrt_two,4,temp0.7,True,2.38,":= by
  apply Real.sqrt_le_sqrt
  norm_num
  <;>
    nlinarith [Real.log_two_gt_d9, Real.log_two_lt_d9, Real.log_lt_sub_one_of_pos (by norm_num : (0 : ℝ) < 2) (by norm_num),
      Real.log_pos (by norm_num : (1 : ℝ) < 2)]"
c_hr_sharp_le_six_fifths,0,greedy,False,2.21,":= by
  have h₁ : Real.sqrt (2 * Real.log 2) ≤ 6 / 5 := by
    apply Real.sqrt_le_iff.mpr
    constructor
    � positivity
    �
      have := Real.log_two_lt_d9
      norm_num at this ⊢
      nlinarith [Real.log_two_gt_d9]
  exact h₁"
c_hr_sharp_le_six_fifths,1,temp0.7,False,2.52,":= by
  have h₁ : Real.sqrt (2 * Real.log 2) ≤ 6 / 5 := by
    apply Real.sqrt_le_iff.mpr
    constructor
    � positivity
    �
      have := Real.log_two_lt_d9
      norm_num at this ⊢
      nlinarith [Real.log_pos (by norm_num : (1 : ℝ) < 2)]
  exact h₁"
c_hr_sharp_le_six_fifths,2,temp0.7,False,3.11,":= by
  have h₁ : Real.sqrt (2 * Real.log 2) ≤ 6 / 5 := by
    apply Real.sqrt_le_iff.mpr
    constructor
    � positivity
    �
      have := Real.log_two_lt_d9
      norm_num at this
      nlinarith [Real.log_pos (by norm_num : (1 : ℝ) < 2),
        Real.log_le_sub_one_of_pos (by norm_num : (0 : ℝ"
c_hr_sharp_le_six_fifths,3,temp0.7,False,3.16,":= by
  have h₁ : Real.sqrt (2 * Real.log 2) ≤ 6 / 5 := by
    apply Real.sqrt_le_iff.mpr
    constructor
    � positivity
    � norm_num
      have h₂ : Real.log 2 ≤ 1 := by
        nlinarith [Real.log_le_sub_one_of_pos (by norm_num : (0 : ℝ) < 2)]
      nlinarith [h₂, Real.log_pos (by norm_num : ("
c_hr_sharp_le_six_fifths,4,temp0.7,False,3.54,":= by
  have h₁ : Real.sqrt (2 * Real.log 2) ≤ 6 / 5 := by
    apply Real.sqrt_le_iff.mpr
    constructor
    � positivity
    �
      have h₂ : Real.log 2 ≤ 1 := by
        have h₃ : Real.log 2 ≤ 1 := by
          -- Use the fact that the logarithm of 2 is less than or equal to 1
          have := "
etabetting_le_one,0,greedy,False,1.67,":= by
  intro b
  induction b with
  | zero => simp [etaBetting]
  | succ b ih =>
    simp_all [etaBetting, Nat.div_eq_of_lt]
    <;> norm_num
    <;> omega"
etabetting_le_one,1,temp0.7,False,2.33,":= theorem etabetting_le_one_test : (b : ℕ) → etaBetting b ≤ 1 := by
  intro b
  induction b with
  | zero => rfl
  | succ b ih =>
    cases b with
    | zero => rfl
    | succ b =>
      simp_all [etaBetting]
      <;> norm_num
      <;> linarith"
etabetting_le_one,2,temp0.7,False,1.94,":= by
  intro b
  induction b with
  | zero => simp [etaBetting]
  | succ b ih =>
    cases b with
    | zero => simp [etaBetting]
    | succ b =>
      simp_all [etaBetting]
      <;> norm_num
      <;> linarith"
etabetting_le_one,3,temp0.7,False,1.86,":= by
  intro b
  induction b with
  | zero => simp [etaBetting]
  | succ b ih =>
    cases b with
    | zero => simp [etaBetting]
    | succ b =>
      simp_all [etaBetting]
      <;> norm_num
      <;> linarith"
etabetting_le_one,4,temp0.7,False,1.48,":= by
  intro b
  induction b with
  | zero => simp [etaBetting]
  | succ b ih =>
    simp_all [etaBetting]
    <;> norm_num
    <;> linarith"
etabetting_lt_one,0,greedy,False,2.15,":= by
  intro b hb
  induction b with
  | zero => contradiction
  | succ b ih =>
    cases b with
    | zero => simp [etaBetting]
    | succ b =>
      simp_all [etaBetting, Nat.div_eq_of_lt, Nat.lt_succ_self]
      <;> norm_num
      <;> linarith"
etabetting_lt_one,1,temp0.7,False,2.61,":= by
  intro b hb
  induction' b with b ih
  � -- Base case: b = 0
    simp_all [etaBetting]
  cases b with
  | zero =>
    -- Base case: b = 1
    simp_all [etaBetting]
  | succ b =>
    -- Inductive step: assume the statement holds for b, prove for b + 1"
etabetting_lt_one,2,temp0.7,False,2.19,":= by
  intro b hb
  induction b with
  | zero => contradiction
  | succ b ih =>
    cases b with
    | zero => norm_num [etaBetting]
    | succ b =>
      simp_all [etaBetting, Nat.div_eq_of_lt, Nat.succ_le_iff]
      <;> norm_num <;> linarith"
etabetting_lt_one,3,temp0.7,False,2.44,":= by
  intro b hb
  induction b with
  | zero => contradiction -- b cannot be zero since 1 ≤ b
  | succ b ih =>
    cases b with
    | zero => norm_num [etaBetting] -- Base case: b = 1
    | succ b =>
      simp_all [etaBetting, Nat.div_eq_of_lt]
      <;> norm_num
      <;> linarith"
etabetting_lt_one,4,temp0.7,False,2.24,":= by
  intro b hb
  simp_all [etaBetting]
  <;> norm_num
  <;> induction b with
  | zero => contradiction
  | succ b ih =>
    cases b with
    | zero => norm_num
    | succ b =>
      simp_all [Nat.div_eq_of_lt]
      <;> norm_num
      <;> linarith"
etahr_over_etabetting_gt_one,0,greedy,False,1.73,":= by
  intro b hb
  induction b with
  | zero => contradiction
  | succ b ih =>
    cases b with
    | zero => contradiction
    | succ b =>
      simp_all [Nat.div_eq_of_lt]
      <;> norm_num
      <;> omega"
etahr_over_etabetting_gt_one,1,temp0.7,False,1.49,":= by
  intro b hb
  rcases b with (_ | _ | _ | b)
  <;> simp_all [Nat.div_eq_of_lt]
  <;> norm_num
  <;> omega"
etahr_over_etabetting_gt_one,2,temp0.7,False,4.26,":= theorem etahr_over_etabetting_gt_one_test : (b : ℕ) → 2 ≤ b → 1 < etaHR b / etaBetting b := by
  intro b hb
  rcases b with (_ | _ | b)
  � -- Case b = 0 (though this case is not directly relevant as 2 ≤ b is assumed)
    simp_all [etaHR, etaBetting, Nat.div_eq_of_lt]
  � -- Case b = 1 (though th"
etahr_over_etabetting_gt_one,3,temp0.7,False,1.32,":= by
  intro b hb
  rcases b with (_ | _ | b) <;> simp_all [Nat.div_eq_of_lt]
  <;> norm_num
  <;> omega"
etahr_over_etabetting_gt_one,4,temp0.7,False,3.58,":= theorem etahr_over_etabetting_gt_one_test : (b : ℕ) → 2 ≤ b → 1 < etaHR b / etaBetting b := by
  intro b hb
  rcases b with (_ | _ | b)
  � -- b = 0
    simp_all [etaHR, etaBetting]
  � -- b = 1
    simp_all [etaHR, etaBetting]
  � -- b ≥ 2"
eta_betting_lt_hr,0,greedy,False,2.88,":= by
  intro b hb
  induction b with
  | zero => contradiction -- b cannot be zero since 1 ≤ b
  | succ b ih =>
    cases b with
    | zero =>
      -- Base case: b = 1
      simp_all [familyBetting.eta, familyHR.eta]
      <;> norm_num
    | succ b =>
      -- Inductive step: b = k + 1
      simp_"
eta_betting_lt_hr,1,temp0.7,False,2.76,":= by
  intro b hb
  induction b with
  | zero => contradiction
  | succ b ih =>
    cases b with
    | zero =>
      -- Base case: b = 1
      simp [familyBetting.eta, familyHR.eta]
    | succ b =>
      -- Inductive step: b = k + 1
      simp_all [familyBetting.eta, familyHR.eta, Nat.div_eq_of_lt]"
eta_betting_lt_hr,2,temp0.7,False,2.99,":= by
  intro b hb
  induction b with
  | zero => contradiction -- b cannot be zero since 1 ≤ b
  | succ b ih =>
    cases b with
    | zero =>
      -- Base case: b = 1
      simp_all [familyBetting.eta, familyHR.eta]
      <;> norm_num
    | succ b =>
      -- Inductive step: b = k + 1
      simp_"
eta_betting_lt_hr,3,temp0.7,False,3.75,":= by
  intro b hb
  induction b with
  | zero => contradiction -- Since b ≥ 1, b = 0 is impossible.
  | succ b ih =>
    cases b with
    | zero =>
      -- For b = 1, we need to show that eta 1 < eta 1, which is trivially true.
      simp [familyBetting.eta, familyHR.eta]
    | succ b =>
      -- "
eta_betting_lt_hr,4,temp0.7,False,2.98,":= by
  intro b hb
  induction b with
  | zero => contradiction
  | succ b ih =>
    cases b with
    | zero => simp [familyBetting.eta, familyHR.eta]
    | succ b =>
      simp_all [familyBetting.eta, familyHR.eta]
      <;> norm_num
      <;> ring_nf
      <;> norm_num
      <;> apply lt_of_sub_po"
eta_hr_lt_vector,0,greedy,False,2.54,":= by
  intro b hb
  cases b with
  | zero => contradiction -- b cannot be zero since hb : 1 ≤ b
  | succ b =>
    cases b with
    | zero => simp_all [familyHR.eta, familyVector.eta] -- b = 1
    | succ b =>
      simp_all [familyHR.eta, familyVector.eta]
      <;> norm_num
      <;> linarith"
eta_hr_lt_vector,1,temp0.7,False,1.98,":= by
  intro b hb
  simp [familyHR.eta, familyVector.eta, Nat.div_eq_of_lt]
  <;> norm_num
  <;> induction b <;> simp_all [Nat.div_eq_of_lt]
  <;> norm_num
  <;> omega"
eta_hr_lt_vector,2,temp0.7,False,2.47,":= by
  intro b hb
  cases b with
  | zero =>
    -- This case is impossible because hb states that b ≥ 1
    contradiction
  | succ b =>
    -- For b ≥ 1, we need to show that eta b < eta b
    simp_all [familyHR, familyVector, Nat.div_eq_of_lt]
    <;> norm_num
    <;> omega"
eta_hr_lt_vector,3,temp0.7,False,1.51,":= by
  intro b hb
  cases b with
  | zero => contradiction
  | succ b =>
    simp_all [familyHR.eta, familyVector.eta, Nat.div_eq_of_lt]
    <;> omega"
eta_hr_lt_vector,4,temp0.7,False,1.94,":= by
  intro b hb
  cases b with
  | zero => contradiction -- b cannot be zero since 1 ≤ b
  | succ b =>
    simp_all [familyHR.eta, familyVector.eta]
    <;> norm_num
    <;> rfl
    <;> omega"
ranking_3_way,0,greedy,False,3.17,":= by
  intro b hb
  constructor
  all_goals
    induction b with
    | zero => contradiction
    | succ b ih =>
      cases b with
      | zero =>
        -- Base case for b = 1
        simp_all [familyBetting.eta, familyHR.eta, familyVector.eta]
        <;> norm_num
        <;> linarith
      | su"
ranking_3_way,1,temp0.7,False,4.08,":= by
  intro b hb
  have h1 : familyBetting.eta b < familyHR.eta b ∧ familyHR.eta b < familyVector.eta b := by
    constructor
    � -- Prove familyBetting.eta b < familyHR.eta b
      induction b with
      | zero => contradiction -- b cannot be zero since hb : 1 ≤ b
      | succ b ih =>
        c"
ranking_3_way,2,temp0.7,False,4.14,":= by
  intro b hb
  constructor <;>
  (try cases b <;> simp_all [familyBetting, familyHR, familyVector, eta]) <;>
  norm_num
  <;>
  (try ring_nf) <;>
  (try norm_num) <;>
  (try linarith)
  <;>
  (try norm_cast)"
ranking_3_way,3,temp0.7,False,3.08,":= by
  intro b hb
  constructor
  all_goals
    induction b with
    | zero => contradiction
    | succ b ih =>
      cases b with
      | zero =>
        simp_all [familyBetting.eta, familyHR.eta, familyVector.eta]
        <;> norm_num
      | succ b =>
        simp_all [familyBetting.eta, familyH"
ranking_3_way,4,temp0.7,False,4.09,":= by
  intro b hb
  constructor
  � -- First inequality: eta b < familyHR.eta b
    simp [familyBetting, familyHR, familyVector, Nat.div_eq_of_lt]
    <;> induction b with
    | zero => contradiction
    | succ b ih =>
      cases b with
      | zero => norm_num
      | succ b =>
        simp_all ["
ranking_4_way_master,0,greedy,False,1.98,":= by
  intro b hb
  constructor
  � -- Prove that eta b ≤ eta b for familyBetting
    rfl
  constructor
  � -- Prove that eta b ≤ eta b for familyAsymptotic
    rfl
  � -- Prove that eta b ≤ eta b for familyHR"
ranking_4_way_master,1,temp0.7,False,4.28,":= by
  intro b hb
  have h₁ : familyBetting.eta b ≤ familyAsymptotic.eta b := by
    induction b <;> simp_all [familyBetting.eta, familyAsymptotic.eta, Nat.div_eq_of_lt]
    <;> norm_num
    <;> omega
  have h₂ : familyAsymptotic.eta b ≤ familyHR.eta b := by
    induction b <;> simp_all [familyAsym"
ranking_4_way_master,2,temp0.7,False,4.16,":= by
  intro b hb
  have h₁ : familyBetting.eta b ≤ familyAsymptotic.eta b := by
    -- Use the fact that the betting strategy's expected profit is less than or equal to the asymptotic strategy's expected profit.
    exact?
  have h₂ : familyAsymptotic.eta b ≤ familyHR.eta b := by
    -- Use the fa"
ranking_4_way_master,3,temp0.7,False,4.35,":= by
  intro b hb
  constructor
  � -- Prove that eta b for familyBetting ≤ eta b for familyAsymptotic
    exact?
  constructor
  � -- Prove that eta b for familyAsymptotic ≤ eta b for familyHR
    exact?
  � -- Prove that eta b for familyHR ≤ eta b for familyVector"
